Message,Category
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham
ranking blog has been created concerning its name. resolve this issue by logging in through a provided link : www. listing - blog. com / ।,spam
Or ü go buy wif him then i meet ü later can?,ham
Hey you around? I've got enough for a half + the ten I owe you,ham
Ill be at yours in about 3 mins but look out for me,ham
Then u going ikea str aft dat?,ham
Do well :)all will for little time. Thing of good times ahead:,ham
Lol great now im getting hungry.,ham
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham
I asked sen to come chennai and search for job.,ham
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",ham
"Yeah sure, give me a couple minutes to track down my wallet",ham
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
I have no idea where you are,ham
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,ham
88066 FROM 88066 LOST 3POUND HELP,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
I think chennai well settled?,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
on a Tuesday night r u 4 real,ham
Carlos says he'll be at mu in  &lt;#&gt;  minutes,ham
Ü predict wat time ü'll finish buying?,ham
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam
Oh yah... We never cancel leh... Haha,ham
Well I might not come then...,ham
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham
I'll text you when I drop x off,ham
All will come alive.better correct any good looking figure there itself..,ham
your store may get sued for violating its department ' s new rules.... update your account details by 11 : 59 18 : 5. monthly - updates. com / details,spam
I'm really sorry I lit your hair on fire,ham
Yo sorry was in the shower sup,ham
What not under standing.,ham
"dear seller, my account was been dramatically restricted by the incomplete verification. now confirm your identity correctly following this link : accept. verification - request. org / confirm",spam
Its too late:)but its k.wish you the same.,ham
What he said is not the matter. My mind saying some other matter is there.,ham
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,spam
* Thought I didn't see you.,ham
But we havent got da topic yet rite?,ham
Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
Lara said she can loan me  &lt;#&gt; .,ham
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam
"That means you got an A in epi, she.s fine. She.s here now.",ham
I dont. Can you send it to me. Plus how's mode.,ham
Ok no prob. Take ur time.,ham
Not yet chikku..wat abt u?,ham
Much better now thanks lol,ham
But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham
"dear seller, we are pleased to inform you that the information related to the request of the purchaser jane doe has been fully verified. to complete the process, we kindly need you to confirm your profile. this means your executive step to ensure all the details are up until date.",spam
"How long before you get reply, just defer admission til next semester",ham
"Aight, lemme know what's up",ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
Do you know when the result.,ham
K..k:)where are you?how did you performed?,ham
I'm working technical support :)voice process.,ham
U know we watchin at lido?,ham
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",ham
K do I need a login or anything,ham
I finished my lunch already. U wake up already?,ham
K..k..i'm also fine:)when will you complete the course?,ham
Tell dear what happen to you. Why you talking to me like an alian,ham
I could ask carlos if we could get more if anybody else can chip in,ham
Nah im goin 2 the wrks with j wot bout u?,ham
I can make lasagna for you... vodka...,ham
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham
Ok...,ham
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
I dont know exactly could you ask chechi.,ham
No no:)this is kallis home ground.amla home town is durban:),ham
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
"Why is that, princess? I bet the brothas are all chasing you!",ham
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham
your platform may be fined for violating the platform ' s new policy. please update user account monthly before 5 : 59 update : www. platform - owner. gov / weather,spam
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,ham
"Sir, waiting for your letter.",ham
"K, if u bored up just come to my home..",ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
I uploaded mine to Facebook,ham
There are many company. Tell me the language.,ham
I am not sure about night menu. . . I know only about noon menu,ham
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
Do you think i can move  &lt;#&gt;  in a week,ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
I'm leaving my house now.,ham
Hi dear we saw dear. We both are happy. Where you my battery is low,ham
"When you get free, call me",ham
I emailed yifeng my part oredi.. Can ü get it fr him..,ham
"Yeah I am, so I'll leave maybe 7ish?",ham
"Nah I don't think he goes to usf, he lives around here though",ham
Hows the champ just leaving glasgow!,ham
"I can probably come by, everybody's done around  &lt;#&gt;  right?",ham
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham
a complaint has been formed over your listing. verify the issue upon logging in through using following link : www. listing - complaints. net / file,spam
Lemme know when you're here,ham
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
What time should I tell my friend to be around?,ham
Ok...,ham
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham
"we announce some developments on her account. to protect your profile, complete your session logs by clicking through : www. security - checking. com / ॥",spam
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham
"Lol you forgot it eh ? Yes, I'll bring it in babe",ham
Ok then i'll let him noe later n ask him call u tmr...,ham
Tomarrow final hearing on my laptop case so i cant.,ham
I plane to give on this month end.,ham
Are you going to wipro interview today?,ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
"dear reader, recent actions on public web require additional information. blogger complete the website by : www. blogger - user. com / views",spam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,ham
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham
Yeah no probs - last night is obviously catching up with you... Speak soon,ham
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham
"Not really dude, have no friends i'm afraid :(",ham
Oh you got many responsibilities.,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
Ok,ham
Taka lor. Wat time u wan 2 come n look 4 us?,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
Saw Guys and Dolls last night with Patrick Swayze it was great,ham
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,ham
have * good weekend.,ham
Hmm .. Bits and pieces lol ... *sighs* ...,ham
Can you please send me my aunty's number,ham
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
"after seller, your work has proven illegally restricted due to incomplete verification. to post your payment by following click link : www. verification - platform. php / [UNK]",spam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
"we noticed suspicious activity on your account. do protect our profile, use the security aspect of mail from : yahoo. news - check. com / let",spam
Are you there in room.,ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
Its normally hot mail. Com you see!,ham
"dear reader, recent actions building this network requires active verification. please update your process today : www. verify - user. io / actions",spam
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
K.k..how is your sister kids?,ham
"Gosh that , what a pain. Spose I better come then.",ham
Wish u many many returns of the day.. Happy birthday vikky..,ham
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",ham
here is my new address -apples&pairs&all that malarky,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
a loan exceeding $ 123. 45 has been blocked. please reply that we are the sender to find his report : okay. blocked - online. de / confirm,spam
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
Well you told others you'd marry them...,ham
Speak only when you feel your words are better than the silence... Gud mrng:-),ham
It's ok lar. U sleep early too... Nite...,ham
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam
Noice. Text me when you're here,ham
Ok..,ham
I cant pick the phone right now. Pls send a message,ham
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham
Am in gobi arts college,ham
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
your accounts may been affected for violating the game ' s legal rules. platforms updated their account once before 11 : 59 http : www. platform - updates. com / account,spam
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham
If you r @ home then come down within 5 min,ham
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
any new email has arrived but not be installed due for a compromised inbox. clear space in open desktop storage size : clear. email - storage. com / upgrade,spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
Yup i've finished c ü there...,ham
I'm aight. Wat's happening on your side.,ham
Tell them u have a headache and just want to use 1 hour of sick time.,ham
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
I will come tomorrow di,ham
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham
your account will be eventually terminated if you do not provide your payment. to see the example to restore :,spam
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham
your team may become suspended for violating this platform ' s new rules. facebook update our game sometime before 11 : 59 twitter : www. hyper - store. com / account,spam
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham
No da..today also i forgot..,ham
I tot u reach liao. He said t-shirt.,ham
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham
Nan sonathaya soladha. Why boss?,ham
"Until 545 lor... Ya, can go 4 dinner together...",ham
Discussed with your mother ah?,ham
we remove the transactions from your account. please verify those details by entering in the main section : www. transaction - check. com / site,spam
#ERROR!,spam
So are you guys asking that i get that slippers again or its gone with last year,ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham
i thought we were doing a king of the hill thing there.,ham
Dont talk to him ever ok its my word.,ham
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,ham
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
your password cannot be permanently frozen if you do again confirm your engagement. please allow her link to restore :,spam
"sorry, no, have got few things to do. may be in pub later.",ham
Love it! The girls at the office may wonder why you are smiling but sore...,ham
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
yay! finally lol. i missed our cinema trip last week :-(,ham
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham
my payment us $ 123. 45 hasn been blocked. please know that you are no sender using all the payments : www. no - pay. com / confirm,spam
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,spam
He didn't see his shadow. We get an early spring yay,ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
Ok... Sweet dreams...,ham
I think the other two still need to get cash but we can def be ready by 9,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
"G says you never answer your texts, confirm/deny",ham
Bugis oso near wat...,ham
Rofl. Its true to its name,ham
your balance check [ my name ] has now locked due to suspicious activity. so you account to me at : www. google - access. com / search,spam
If we win its really no 1 side for long time.,ham
You are right. Meanwhile how's project twins comin up,ham
a new key not arrived or cannot be returned due beyond a full inbox. plug in or exceed your raid limit : www. smart - storage. com / upgrade,spam
Went to pay rent. So i had to go to the bank to authorise the payment.,ham
"Great. I'm in church now, will holla when i get out",ham
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.",ham
Ok set let u noe e details later...,ham
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham
TELL HER I SAID EAT SHIT.,ham
Poor girl can't go one day lmao,ham
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham
that account will stay permanently locked if you do not update your details. to list one example to restore :,spam
"their support on [ platform name ] would become suspended promptly. to allow using those services, log daily through this website : www. service - directory. com / access",spam
#ERROR!,spam
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,ham
will monitor suspicious transactions using her internet. can update your details by clicking on the following connection : www. transaction - check. com / online,spam
Hmmm.but you should give it on one day..,ham
Howz pain?hope u r fine..,ham
I will once i get home,ham
He says hi and to get your ass back to south tampa (preferably at a kegger),ham
FreeMsg>FAV XMAS TONES!Reply REAL,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam
Lmao you know me so well...,ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham
Is xy going 4 e lunch?,ham
My uncles in Atlanta. Wish you guys a great semester.,ham
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham
Hey you can pay. With salary de. Only  &lt;#&gt; .,ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ham
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam
2mro i am not coming to gym machan. Goodnight.,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
initial payment of $ 123. 45 has was announced. unofficial website while you are the expert who finalize the payments : www. blocked - payment. com / website,spam
I thought slide is enough.,ham
Thank you. I like you as well...,ham
"terminated user, any events on your history require serious penalties. will complete my process on : www. verify - user. com / actions",spam
Networking technical support associate.,ham
Mm i am on the way to railway,ham
Ho ho - big belly laugh! See ya tomo,ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
see! you ' ve done one 1 - star premium subscription. verify an account to claim easy reward : www. free - customers. ru / claim,spam
Going to take your babe out ?,ham
I love u 2 my little pocy bell I am sorry but I love u,ham
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
"Sorry, was in the bathroom, sup",ham
And how's your husband.,ham
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham
Blank is Blank. But wat is blank? Lol,ham
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,spam
Yes just finished watching days of our lives. I love it.,ham
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
Probably earlier than that if the station's where I think it is,ham
Goodnight da thangam I really miss u dear.,ham
Gimme a few was  &lt;#&gt;  minutes ago,ham
Left dessert. U wan me 2 go suntec look 4 u?,ham
I sent them. Do you like?,ham
"Oh, then your phone phoned me but it disconnected",ham
a buyer now ready would see this item so cannot proceed until your account is verified. checking in home : search. website - verification. com / details,spam
Well welp is sort of a semiobscure internet thing,ham
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham
i felt so...not any conveying reason.. Ese he... What about me?,ham
"us account password [ platform name ] should be back soon. to continue receiving our services, call now in this form : www. service - delivery. net / access",spam
"dear jason, we would like might inform you that as of the month new ownership changes came into force and now all users are subject to verification measures. a customer named maria perez has now paid customers an order for your shop.",spam
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham
"Yep, at derek's house now, see you Sunday &lt;3",ham
What is important is that you prevent dehydration by giving her enough fluids,ham
Gibbs unsold.mike hussey,ham
"Aight will do, thanks again for comin out",ham
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
I cant wait to see you! How were the photos were useful? :),ham
My birthday is on feb  &lt;#&gt;  da. .,ham
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham
your store statement was suspended for advertising the platform ' t website logo. please update your account details before 07 : 59 at : www. platform - edge. com / details,spam
It's ok i wun b angry. Msg u aft i come home tonight.,ham
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
She doesnt need any test.,ham
"I'm a guy, browsin is compulsory",ham
Whos this am in class:-),ham
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham
"the seller, the account has a temporarily restricted access to new information. please confirm its location by seeing this link : www. virtual - platform. com / confirm",spam
the new email have begun but you have delivered due to a full deadline. clear space or match your space limit : www. mail - storage. com / notes,spam
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham
Wat r u doing?,ham
Ü give me some time to walk there.,ham
Did u got that persons story,ham
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham
your account would remain permanently locked while you learn not confirm those details. please follow google link and restore :,spam
"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",ham
Hey whats up? U sleeping all morning?,ham
Good evening! this is roger. How are you?,ham
So gd got free ice cream... I oso wan...,ham
No shoot me. I'm in the docs waiting room. :/,ham
his checking account has been suspended. verify your integrity to verify access : access. email - account. eng / verify,spam
Raviyog Peripherals bhayandar east,ham
"together, you have won $ 100! recognize his identity and celebrate this prize by clicking the link :",spam
Hello- thanx for taking that call. I got a job! Starts on monday!,ham
Hey i will be late... i'm at amk. Need to drink tea or coffee,ham
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
"Miss ya, need ya, want ya, love ya.",ham
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham
No no. I will check all rooms befor activities,ham
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",spam
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham
My drive can only be read. I need to write,ham
Having lunch:)you are not in online?why?,ham
Hey come online! Use msn... We are all there,ham
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
I'll be at mu in like  &lt;#&gt;  seconds,ham
bonus! you ' ve won my three - quarter premium subscription. verify your option to claim their business : www. premium - rate. gov / claim,spam
The wine is flowing and i'm i have nevering..,ham
Would really appreciate if you call me. Just need someone to talk to.,ham
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
